brand,product_code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
Méo,3261341003410,Café en grains bio - 500 g,65.62,274.55,11.26,2.8,0.9,0.2,2.22,1.8,26.05,10.42,2.2,-0.4,0.0,0.25,Low,Low,False
Ferrero,4008400122625,"Süßes, GiOTTO Haselnuss",630.1,2636.34,37.0,31.4,48.5,14.2,10.1,2.6,0.3,0.12,4.0,26.0,37.0,0.85,High,High,True
"Bio Organic, Lidl, Milbona, Milbone",4056489077459,Körniger Frischkäse,112.26,469.7,3.5,3.5,4.5,3.0,13.0,2.88,0.8,0.32,3.0,2.0,0.0,1.0,Medium,Low,False
schar,6174994,Baguette,249.7,1044.74,46.0,4.9,3.7,0.4,4.4,7.4,1.0,0.4,4.0,3.0,0.0,0.11,Medium,Low,True
"Marque Repère, Pêche Océan",3564706517073,Filets de maquereaux grillés au naturel,224.8,940.56,0.2,0.2,16.0,4.3,20.0,0.0,1.0,0.4,3.0,3.0,0.0,1.0,Medium,Low,False
"le fromager des halles, les petits cirés",3278699700083,Yaourt saveur citron,105.5,441.41,15.0,12.0,3.1,2.1,3.1,2.6,0.09,0.04,4.0,5.0,0.0,0.8,Medium,Medium,True
Goldenbridge,24026086,Muesli crujiente,453.0,1895.35,68.0,16.0,11.0,1.3,15.0,11.0,0.3,0.12,4.0,6.0,12.0,0.24,High,High,True
"Auchan, Auchan Gourmet",3245678046548,72% Noir intense,575.0,2405.8,33.0,29.0,43.0,26.0,8.5,11.0,0.02,0.01,4.0,20.0,0.0,0.88,High,High,True
Ducros,3166296550371,Moulin Poivre Noir,8.9,37.24,1.5,0.0,0.1,0.0,0.2,0.6,1.25,0.5,1.0,-1.2,0.0,0.0,Low,Low,False
Céliane,6137941,Cookies chocolat noir,457.9,1915.85,72.0,40.0,16.3,8.4,4.3,3.0,0.51,0.2,4.0,26.0,0.0,0.56,High,High,True
"Danone, Les 2 vaches",3661344723412,Skyr bio Mûre-Myrtilles,76.5,320.08,9.0,8.3,0.1,0.09,8.6,2.6,0.08,0.03,4.0,-1.0,8.3,0.92,Low,Medium,True
"Marque Repère, Comptoir du Grain",3564700580318,Sélection de 3 riz,345.6,1445.99,76.0,0.5,1.0,0.2,7.3,1.7,0.03,0.01,1.0,-1.0,0.0,0.01,High,Low,False
Milbona,20704049,Feta,50.86,212.8,4.7,4.7,1.5,1.0,3.2,2.88,0.0,0.0,3.0,-1.0,0.0,1.0,Low,Low,False
Краси,3800055702020,Майонеза трапезна,511.4,2139.7,2.4,0.7,55.0,5.3,0.4,2.6,1.18,0.47,4.0,16.0,0.0,0.29,High,Low,True
Président,3228020390131,Manteiga Magra com sal,380.4,1591.59,3.0,0.0,40.0,26.0,0.8,2.6,1.4,0.56,4.0,24.0,0.0,0.0,High,Low,True
Sanitarium,9300652010794,Week-biz,119.61,500.45,22.7,1.0,0.43,0.1,4.09,4.29,0.23,0.09,3.0,-3.0,0.0,0.04,Medium,Low,False
Milbona,20157517,Vlassic Spreadable Cheese,249.6,1044.33,7.5,6.5,20.0,14.0,9.0,1.8,42.5,17.0,2.2,3.8,0.0,0.87,Medium,Medium,False
KERGUILLET,3442310011746,Kéfir,67.5,282.42,4.2,3.7,3.7,2.5,3.0,2.7,0.57,0.23,1.0,6.0,0.0,0.88,Low,Low,False
"Aldi, Goldähren, Lieken",4061458176323,Das Pure - Haferbrot mit 27% Ölsaaten,276.4,1156.46,20.0,0.6,15.0,2.3,11.0,8.7,1.0,0.4,4.0,0.0,4.83,0.03,Medium,Low,True
Beyond Meat,1230000068017,Beyond Burger,198.0,828.43,5.9,0.58,12.0,2.9,16.0,1.2,1.35,0.54,4.0,6.2,8.17,0.1,Medium,Low,True
Unknown Brand,20589523,Unknown Product,2444496843060.16,10227774791363.71,29.7,11.44,14.92,5.16,7.36,1222248421388.82,18.31,7.32,3.31,9.0,18.08,0.39,High,Medium,False
Ponti,80228486,Aceto Balsamico Di Modena,162.2,678.64,19.0,19.0,9.0,1.5,0.0,2.6,0.05,0.02,4.0,11.6,9.38,1.0,Medium,High,True
Lesieur,3265470036301,La mayonnaise classique bio,662.0,2769.81,2.3,1.3,72.0,9.1,1.2,0.0,1.4,0.56,4.0,23.0,0.0,0.57,High,Low,True
"Aldi, Süssli",4061458011440,Süßstofftabletten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,13.2,4.0,4.2,0.0,0.0,Low,Low,True
Heidi,5941021001261,Dark Intense,568.4,2378.19,25.0,22.0,48.0,29.0,7.8,2.6,0.02,0.01,4.0,23.0,0.0,0.88,High,High,True
"Perle de Lait, Yoplait",3329770080133,Perle de Lait Citron X 4,128.3,536.81,12.2,10.8,7.1,4.8,2.6,2.6,0.1,0.04,4.0,7.0,2.0,0.89,Medium,Medium,True
Schogetten,4000607851001,Dark Chocolate,574.8,2404.96,51.0,50.0,38.0,20.0,5.9,2.6,0.13,0.05,4.0,31.0,10.0,0.98,High,High,True
Hacendado,8480000613547,Gnocchi pollo y verduras,150.0,627.6,20.0,6.5,4.4,0.8,6.3,2.6,0.91,0.36,4.0,4.0,28.0,0.32,Medium,Medium,True
Napolact,5941065002873,"Napolact3,5%1l",63.3,264.85,4.5,4.5,3.5,2.1,3.2,0.5,0.06,0.02,2.6,3.0,0.0,1.0,Low,Low,False
"Nestlé, Maggi",5900085011180,Przyprawa Maggi,20.0,83.68,2.2,0.9,0.0,0.0,2.8,0.0,22.8,9.12,4.0,20.0,5.24,0.41,Low,Low,True
Mondelez,7622210780751,Philadelphia protein,26.07,109.08,1.47,1.47,0.75,0.51,3.3,0.12,0.25,0.1,4.0,3.0,0.0,1.0,Low,Low,True
"Finesse, Herta, Herta Finesse",4000582370597,Hähnchenbrust,109.4,457.73,1.0,1.0,1.8,0.6,21.0,2.6,2.1,0.84,4.0,11.0,0.05,1.0,Medium,Low,True
Be Kind,5000159528368,Peanut Butter Dark Chocolate,528.2,2209.99,33.0,22.0,34.0,8.4,19.0,7.1,0.25,0.1,4.0,17.0,66.62,0.67,High,High,True
Pavesi,8013355998702,Gocciole Extra Dark,489.4,2047.65,60.7,24.0,23.0,6.2,7.4,5.0,0.46,0.19,4.0,18.0,0.0,0.4,High,High,True
Ferrarelle S.P.A,80369691,VistaSnella,176.42,738.14,16.66,2.49,9.22,0.72,5.9,1.6,0.01,0.0,3.8,0.0,0.0,0.15,Medium,Low,False
Hacendado,8480000109330,Leche fresca entera,61.9,258.99,4.5,4.5,3.5,2.0,3.1,0.0,0.13,0.05,1.0,2.0,0.0,1.0,Low,Low,False
Best Foods,3800024311116,Lotto Classic Snack,530.0,2217.52,46.0,3.8,35.0,13.4,7.0,1.5,2.0,0.8,3.0,26.0,0.0,0.08,High,Low,False
Orangina,3249760000012,Orangina,46.4,194.14,10.2,10.2,0.0,0.0,0.1,2.6,0.0,0.0,4.0,12.0,40.0,1.0,Low,Medium,True
Milka,7622210403919,Milka Choco grain,493.6,2065.22,59.0,30.0,24.0,12.0,7.8,5.2,0.72,0.29,4.0,25.0,0.03,0.51,High,High,True
Hacendado,8480000156600,Yogur piña coco 0%,39.6,165.69,4.4,4.2,0.4,0.3,3.3,2.6,1.06,0.42,4.0,4.6,3.09,0.95,Low,Low,True
Lurpak,5740900400849,Vaj - Enyhén sós,679.4,2842.61,0.6,0.6,75.0,35.0,0.5,0.0,0.9,0.36,2.0,21.0,21.35,1.0,High,Low,False
bimo,6130014080119,Ambassadeur,549.4,2298.69,61.05,61.0,30.0,0.1,7.5,2.6,0.0,0.0,4.0,21.0,0.0,1.0,High,High,True
Rostar Bg,4000650011162,Краве масло 82%,748.5,3131.72,1.0,1.0,82.5,55.0,0.5,0.0,0.02,0.01,2.0,20.0,0.0,1.0,High,Low,False
BN,3061990143426,Biscuits fourrés goût chocolat au lait,465.1,1945.98,66.7,29.6,18.1,9.0,7.0,3.7,0.64,0.26,4.0,23.0,4.35,0.44,High,High,True
Barilla,8076809575492,Penne Rigate Integrale,346.5,1449.76,64.0,3.5,2.5,0.5,13.0,8.0,0.01,0.0,1.0,-5.0,0.0,0.05,High,Low,False
Златна Добруджа,3800082900581,Солети,367.3,1536.78,72.4,2.7,4.5,2.3,8.4,1.8,2.5,1.0,3.0,18.0,0.0,0.04,High,Low,False
Alpro,5411188106852,Alpro 2x blueberry 2x cherry,86.73,362.88,10.25,9.88,2.75,0.5,4.62,1.25,0.19,0.08,4.0,1.0,31.84,0.96,Low,Medium,True
"Nestlé,Nesquik",5900020013668,Nesquik,378.8,1584.9,74.6,22.1,3.0,0.7,8.7,9.3,0.22,0.09,4.0,6.0,0.0,0.3,High,High,True
BN,3061990143419,BN goût Framboise,403.3,1687.41,75.6,32.5,8.3,3.7,5.3,2.5,0.48,0.19,4.0,18.0,0.0,0.43,High,High,True
Lidl,4056489038610,Protein Bar Coconut,425.0,1778.2,29.3,1.8,11.4,7.0,50.0,2.6,0.59,0.24,4.0,3.4,0.0,0.06,High,Low,True
Viennetta - Unilever,8000920200025,Viennetta Vanille,116.4,487.02,13.0,9.6,6.6,5.8,1.0,0.5,0.04,0.02,4.0,8.0,0.0,0.74,Medium,Medium,True
McVitie's,5000168194127,Digestives Dark chocolate,493.4,2064.39,60.8,27.6,24.2,12.8,6.0,4.2,0.88,0.35,4.0,26.0,0.0,0.45,High,High,True
Fleury Michon,3302740059162,Blanc de dinde Sans Nitrite,101.7,425.51,0.5,0.5,1.3,0.4,22.0,0.0,1.5,0.6,4.0,1.0,0.3,1.0,Medium,Low,True
Maître Jean Pierre,4056489440079,10 pains au chocolats,433.6,1814.18,45.7,10.2,24.0,13.5,6.9,3.6,1.06,0.42,4.0,22.0,0.02,0.22,High,Medium,True
"Fin Carré, Lidl",20195090,Chocolat noir,514.6,2153.09,52.6,50.6,29.8,17.8,5.5,7.0,0.02,0.01,4.0,26.0,0.0,0.96,High,High,True
"Lidl, Maribel",4056489719670,Doce Extra Morango,217.8,911.28,53.1,52.0,0.1,0.1,0.5,1.25,0.01,0.0,3.6,16.0,0.0,0.98,Medium,High,False
Violife,5202390018855,Original Flavour - Grated,300.0,1255.2,21.0,0.0,24.0,22.0,0.0,0.0,0.55,0.22,4.0,15.0,0.28,0.0,Medium,Low,True
Cheetos,8710398509222,Cheetos Big Chipito saveur fromage,540.0,2259.36,52.0,4.5,34.0,4.8,5.4,2.2,2.1,0.84,4.0,21.0,0.0,0.09,High,Low,True
"La Vie, La Vie Foods, LaVie_Foods",3770018078021,Lardons végétaux Nature,216.0,903.74,4.6,1.2,15.0,1.3,14.0,3.3,1.97,0.79,4.0,11.0,0.0,0.26,Medium,Low,True
Nature Valley,8410076601254,Nature Valley Crunchy Variety Granola Bars,470.7,1969.41,64.5,28.6,19.5,4.0,8.0,2.6,0.8,0.32,4.0,19.0,0.0,0.44,High,High,True
Berief,4004790110303,Bio Soja ohne Zucker,35.76,149.62,0.9,0.0,1.6,0.3,3.0,2.88,0.08,0.03,3.0,-4.0,11.0,0.0,Low,Low,False
"Jardin bio, Léa Nature",3456300014402,Petits beurre,453.0,1895.35,72.0,20.0,15.0,10.0,6.1,2.8,0.65,0.26,3.0,22.0,0.49,0.28,High,High,False
Flora,8719200083905,Plant butter,720.2,3013.32,0.5,0.5,79.0,47.0,0.5,2.6,0.0,0.0,4.0,18.0,0.0,1.0,High,Low,True
Bonduelle,3083681131925,Haricots verts extra croquants cuits à la vapeur,31.9,133.47,3.3,1.0,0.3,0.1,1.7,4.6,0.92,0.37,3.0,-3.0,85.34,0.3,Low,Low,False
Gerblé,3175681281967,Biscuits fourrés à la noisettes et cacao sans sucre,491.6,2056.85,64.0,3.9,22.0,6.2,7.3,4.2,0.53,0.21,4.0,12.0,5.2,0.06,High,Low,True
"Campo largo, Freshona",20243418,Lentilles linsen freshona,67.9,284.09,10.3,1.0,0.3,0.0,4.0,4.0,0.7,0.28,2.8,1.0,0.0,0.1,Low,Low,False
LABEYRIE,3033610056843,Truite fumée Labeyrie france,161.46,675.55,0.5,0.5,7.3,1.2,22.0,2.88,3.0,1.2,3.0,16.0,0.0,1.0,Medium,Low,False
Tropicana,5022313000282,Orange Juice with Juicy Bits,41.2,172.38,9.3,8.6,0.0,0.07,0.8,0.4,28.9,11.56,1.0,0.0,75.0,0.92,Low,Medium,False
Jordans,5010477337757,Jordans Country Crisp Chocolate,447.6,1872.76,64.7,20.9,15.6,3.8,9.2,5.8,0.03,0.01,4.0,11.0,0.0,0.32,High,High,True
Hacendado,8480000105622,Leche entera,68.6,287.02,4.6,4.6,3.6,2.4,3.1,2.7,0.13,0.05,1.0,3.0,0.0,1.0,Low,Low,False
Céréal BIO,3175681281950,Yakisoba,86.5,361.92,6.9,1.7,2.9,0.4,5.9,4.6,0.51,0.2,3.0,-1.0,38.44,0.25,Low,Low,False
Panzani,3038359011504,Panzani sauce tomate basilic nat 650g f12,61.7,258.15,8.0,6.3,2.3,0.3,1.6,1.3,0.89,0.36,4.0,0.0,136.4,0.79,Low,Medium,True
"Agidra,Savino",3580282110804,Pulpe de tomates,33.9,141.84,4.9,3.7,0.5,0.0,1.1,2.7,0.02,0.01,1.0,-4.0,83.33,0.76,Low,Low,False
Unknown Brand,3036815424424,Velouté 12 légumes,49.5,207.11,5.5,1.4,0.7,0.4,5.0,0.6,0.74,0.3,4.0,-1.4,8.6,0.25,Low,Low,True
Pilos,4056489337577,Безлактозно прясно краве мляко 2.8%,61.76,258.4,4.7,4.7,2.8,1.9,3.0,2.88,0.13,0.05,3.0,2.0,0.0,1.0,Low,Low,False
Teisseire,3092718638016,BID 60CL PECHE TESSEIRE ZERO,13.6,56.9,3.4,1.1,0.0,0.0,0.0,0.0,0.03,0.01,4.0,7.0,0.0,0.32,Low,Low,True
nakd,5060088701607,Cashew Cookie Fruit & Nut Bar,444.0,1857.7,46.0,39.2,23.4,4.6,10.0,4.7,0.02,0.01,3.0,-4.2,100.0,0.85,High,High,False
Pepsi,87170788,Pepsi max500ml,5.2,21.76,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,4.0,4.0,0.0,0.0,Low,Low,True
Picard,3270160873227,Légumes à la mexicaine,96.4,403.34,9.6,3.0,3.4,0.5,4.5,4.7,0.33,0.13,3.0,-6.0,87.49,0.31,Low,Low,False
Tesco,5000436338840,WHOLE Milk,66.1,276.56,4.7,4.7,3.7,2.4,3.5,0.0,0.11,0.04,1.0,4.0,0.0,1.0,Low,Low,False
Tesco,3257340,British Strawberries,33.3,139.33,6.1,6.1,0.5,0.0,0.6,1.0,0.0,0.0,1.0,-4.0,100.0,1.0,Low,Medium,False
Jaouda,6111242102279,perly choclet,98.48,412.04,3.9,7.64,5.28,1.34,7.4,2.88,30.25,12.1,3.0,0.0,0.0,1.96,Low,Medium,False
Frezzh,8718734820208,Freshmint,272.0,1138.05,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.4,0.01,0.0,Medium,Low,True
origens,5608394421019,Oleo Extra Virgem De Coco,891.0,3727.94,0.0,0.0,99.0,89.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,High,Low,False
Tesco,5054775980437,Tesco Virgin Organic Coconut Oil 300ML,823.5,3445.52,0.0,0.8,91.5,80.2,0.0,0.0,30.65,12.26,2.0,4.0,0.0,0.0,High,Low,False
"Bear, Bear Nibbles",5060139430265,Pure fruit yoyo raspberry,275.6,1153.11,63.0,42.0,0.0,0.0,1.9,8.0,0.0,0.0,3.0,5.0,100.0,0.67,Medium,High,False
Tesco,5031021361226,Soft apricots,190.1,795.38,42.4,41.0,0.1,0.1,2.0,5.8,0.1,0.04,3.0,8.0,66.67,0.97,Medium,High,False
St Helen's,5015326450069,Goats milk yoghurt,110.3,461.5,4.3,3.2,7.3,5.0,5.5,2.7,0.1,0.04,1.0,3.0,0.0,0.74,Medium,Low,False
Fleury Michon,3302740021220,Émincé de poulet rôti,172.0,719.65,0.8,0.8,8.4,2.0,22.0,2.6,1.1,0.44,4.0,1.0,4.1,1.0,Medium,Low,True
DR KARG'S,4033634076024,Fromage emmental & graines de courges,442.0,1849.33,47.0,2.4,18.0,4.8,18.0,10.0,1.8,0.72,3.0,12.0,17.05,0.05,High,Low,False
S.PELLEGRINO,41508800082,SPARKLING NATURAL MINERAL WATER,5.4,22.59,0.0,0.0,0.0,0.0,0.0,2.7,0.2,0.08,1.0,0.0,0.0,0.0,Low,Low,False
Tesco,5057753440176,Cornflour,376.7,1576.11,92.0,0.0,0.7,0.0,0.6,0.0,0.03,0.01,2.0,4.0,0.0,0.0,High,Low,False
Heinz,5000157062659,Potato & Leek Soup,49.0,205.02,7.1,0.8,1.8,1.1,0.8,0.6,0.6,0.24,4.0,3.0,15.0,0.11,Low,Low,True
"Aldi, Specially Selected",4088600054544,British rapeseed oil,824.0,3447.62,0.5,0.5,91.0,5.8,0.5,0.5,0.01,0.0,2.0,1.0,100.0,1.0,High,Low,False
Lu,7622201499617,Le petiy biscotte crunchy cinnamon and brown sugar biscuits,115.7,484.09,17.0,9.6,4.7,2.3,1.2,0.3,0.19,0.08,4.0,29.0,0.0,0.56,Medium,Medium,True
HOLIE'S,8719327097649,Protein Crunch Granola,110.1,460.66,7.12,0.35,5.82,0.72,5.2,4.22,0.57,0.23,4.0,2.6,10.0,0.05,Medium,Low,True
Éléphant,8720608005390,Infusion verveine menthe,0.4,1.67,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,1.0,-4.0,100.0,0.0,Low,Low,False
Danone,3033491824067,Hipro crème dessert saveur caramel,135.4,566.51,11.0,8.1,1.4,0.9,18.4,2.6,0.59,0.24,4.0,-2.0,0.0,0.74,Medium,Medium,True
Asda,5054781500452,Fruit & Fiber,154.5,646.43,28.0,7.6,2.3,1.5,3.6,3.7,0.11,0.04,4.0,8.0,25.0,0.27,Medium,Medium,True
Thai Dragon,5020580019686,Pad Thai Rice Noodles,351.7,1471.51,80.0,2.5,1.1,0.6,5.2,0.5,0.02,0.01,1.0,2.0,0.0,0.03,High,Low,False
Nestlé,8445290157348,Nesquik,383.8,1605.82,78.9,75.1,3.6,1.6,5.1,7.7,0.41,0.16,4.0,2.0,0.0,0.95,High,High,True
Gia,8001830533012,Garlic puree,340.66,1425.32,4.7,4.7,34.9,4.0,0.5,2.88,9.1,3.64,3.0,27.0,55.0,1.0,High,Low,False
John West,5000171033635,Boneless Sardines in Tomato Sauce,139.66,584.34,1.4,1.4,7.1,1.8,16.1,2.88,1.0,0.4,3.0,1.0,12.0,1.0,Medium,Low,False
Royco,3036855424408,Velouté poireaux pommes de terre,51.0,213.38,8.3,0.9,1.2,0.6,1.2,1.1,1.5,0.6,4.0,2.2,13.71,0.11,Low,Low,True
"President,Lactalis",6191513501017,Fromage Fondu  Président 8 portions,274.4,1148.09,4.6,0.0,24.2,0.0,9.5,0.1,7.69,3.08,2.8,-0.2,0.0,0.0,Medium,Low,False
Dairylea,7622210317643,Dairylea processed cheese-portions regular,31.5,131.8,0.7,0.7,2.3,1.5,1.9,0.2,0.22,0.09,4.0,14.0,0.0,1.0,Low,Low,True
Euro Company,8009750923845,Crema di nocciole,703.2,2942.19,8.5,4.1,66.0,5.7,16.0,5.6,0.0,0.0,1.0,11.0,100.0,0.48,High,Low,False
Quorn,5019503018110,8 Sausages,154.5,646.43,8.2,1.2,8.7,1.1,8.7,4.3,2.28,0.91,4.0,14.0,13.8,0.15,Medium,Low,True
Liebig,3036815425070,Minestrone Façon Napolitaine,47.0,196.65,5.5,1.5,2.0,0.2,1.1,1.3,0.67,0.27,4.0,2.0,47.12,0.27,Low,Low,True
Yeo,5036589255758,natural light bio life yogurt,61.3,256.48,6.7,6.7,0.5,0.1,6.2,2.6,0.16,0.06,4.0,-1.0,0.0,1.0,Low,Medium,True
Chop Stick,12516490,Red Curry Paste,2444496843060.16,10227774791363.71,29.7,11.44,14.92,5.16,7.36,1222248421388.82,18.31,7.32,3.31,9.0,18.08,0.39,High,Medium,False
Skinny Pop,850251004018,Original Popcorn,605.61,2533.87,55.56,0.0,38.89,2.78,5.56,5.56,1180.56,472.22,3.0,10.0,0.0,0.0,High,Low,False
Aldi,4088600268859,Pumpkin seeds,174.1,728.43,4.6,0.3,13.7,2.1,7.3,1.6,0.01,0.0,1.0,-7.0,0.0,0.07,Medium,Low,False
Aldo,4088600478371,Chopped tomatoes,21.7,90.79,3.3,3.3,0.1,0.0,1.4,1.0,0.05,0.02,1.0,-5.0,86.67,1.0,Low,Low,False
Kirkland,96619142453,Fancy Whole Cashews with Sea Salt,171.0,715.46,8.0,2.0,13.0,2.5,5.0,1.0,0.21,0.08,3.0,8.0,66.67,0.25,Medium,Low,False
Sainsbury's,1817966,Fruity muesli,343.9,1438.88,71.6,29.9,2.5,0.6,5.9,5.7,0.04,0.02,3.0,8.0,52.25,0.42,High,High,False
"Lidl, Milbona",4056489043164,Grana Padano,398.76,1668.41,0.0,0.0,29.0,18.0,33.0,2.88,1.48,0.59,3.0,14.0,0.0,0.0,High,Low,False
Activia,5060360506203,Activia Peach 0% Fat Yogurt,53.7,224.68,7.2,6.7,0.1,1.2,4.7,2.6,0.24,0.1,4.0,3.0,16.0,0.93,Low,Medium,True
Nestlé,8445290014085,Chocolate negro,543.6,2274.42,51.4,0.6,33.4,22.0,5.8,7.1,0.0,0.0,4.0,11.0,0.0,0.01,High,Low,True
Saint Alby,4056489613329,Blanc de poulet sans nitrite,109.5,458.15,0.8,0.8,2.1,0.6,21.6,0.5,0.0,0.0,4.0,-6.0,0.0,1.0,Medium,Low,True
Accro,3770018934402,Nuggets 100% végétal,281.4,1177.38,19.0,0.8,17.0,1.7,11.0,4.2,0.35,0.14,4.0,-1.0,1.81,0.04,Medium,Low,True
Kallo,5013665103554,Organic vegetable stock cubes,12.16,50.88,0.7,0.3,0.4,0.2,0.0,2.88,0.9,0.36,3.0,1.2,6.8,0.43,Low,Low,False
ktc,5013635755059,red kidney beans,66.4,277.82,8.5,0.7,0.6,0.1,4.6,4.3,0.45,0.18,3.0,-4.0,99.63,0.08,Low,Low,False
BRUNCH,4045357011442,Brunch - Natur,224.4,938.89,4.5,3.3,20.0,13.0,5.3,2.6,0.7,0.28,4.0,17.0,0.0,0.73,Medium,Low,True
tesco,5000436868941,Seafood sticks,109.7,458.98,12.7,4.5,2.7,0.4,8.3,0.7,1.53,0.61,4.0,6.0,3.62,0.35,Medium,Low,True
Unknown Brand,6111162001249,Unknown Product,267.36,1118.63,1.1,0.0,16.8,3.5,26.5,2.88,0.31,0.12,3.0,-1.0,0.0,0.0,Medium,Low,False
Tesco,5057545918814,Finest White Loaf,236.3,988.68,45.5,7.1,1.3,0.3,8.6,4.1,1.0,0.4,4.0,4.0,0.0,0.16,Medium,Medium,True
Paxo,5000354909689,Sage & onion Stuffing,121.06,506.52,22.3,2.3,1.3,0.5,3.6,2.88,0.93,0.37,3.0,4.0,16.96,0.1,Medium,Low,False
Doritos,8710398162045,Unknown,142.38,595.72,18.0,1.35,6.6,0.6,1.92,1.65,0.32,0.13,4.0,9.0,18.67,0.08,Medium,Low,True
Proper,5060283762205,Sweet sriracha chilli lentil chips,470.1,1966.9,63.6,3.4,19.5,2.9,9.6,0.9,2.55,1.02,4.0,19.0,35.49,0.05,High,Low,True
Dawtona,5901713015631,Sauerkraut,22.2,92.88,3.4,0.0,0.0,0.0,1.1,2.1,1.9,0.76,3.0,4.0,85.09,0.0,Low,Low,False
Nabisco,44000069230,Wheat Thins original,147.0,615.05,22.0,5.0,5.0,0.0,2.0,3.0,0.5,0.2,3.0,12.0,21.88,0.23,Medium,Low,False
Yoplait,3329770084407,Skyr nature,62.3,260.66,3.6,3.6,0.5,0.1,9.5,2.7,0.14,0.06,1.0,-2.0,0.0,1.0,Low,Low,False
Harvest Morn,4088600262406,Fruit Wheats,348.3,1457.29,69.5,14.3,1.7,0.3,9.2,9.1,0.02,0.01,4.0,0.0,30.0,0.21,High,Medium,True
"Lidl, Taste of, Lidl Taste of",20720179,Brown Rice Easy Cook,393.3,1645.57,82.1,0.7,3.1,0.1,7.5,3.5,0.01,0.0,3.0,-4.0,0.0,0.01,High,Low,False
Unknown Brand,6111180000668,Ideal Aroma Caramel Flan,411.6,1722.13,97.6,89.4,0.0,0.0,0.0,10.6,0.18,0.07,4.0,14.0,0.0,0.92,High,High,True
Moser Roth,4088600083995,Moser roth chocolate,133.6,558.98,14.3,12.9,7.6,4.6,1.3,1.4,47.93,19.17,4.0,0.0,0.0,0.9,Medium,Medium,True
Aldi,4088600289007,Brown Rice,168.7,705.84,35.3,0.3,1.3,0.3,3.2,1.5,0.01,0.0,1.0,2.0,0.0,0.01,Medium,Low,False
M&S,29173204,100% Peanut Butter Smooth,588.1,2460.61,16.7,6.2,43.9,5.6,26.5,10.1,0.01,0.0,1.0,-9.0,100.0,0.37,High,Medium,False
Maribel,4056489664536,Purée d'amandes complètes bio,653.2,2732.99,4.3,3.5,58.0,5.7,23.0,11.0,0.02,0.01,1.0,-10.0,100.0,0.81,High,Low,False
"U, U Bio",3256229266582,Galettes de riz complet 130g,389.4,1629.25,81.0,0.9,3.0,0.6,7.9,3.4,0.28,0.11,3.0,1.0,0.0,0.01,High,Low,False
Heinz,5000157147592,Beanz & Vegan Sausages,96.7,404.59,12.1,4.4,2.1,0.2,5.7,3.3,0.7,0.28,4.0,0.0,71.54,0.36,Low,Low,True
Fanta,5449000005991,FANTA can 25 cl,36.8,153.97,7.9,7.8,0.0,0.0,0.0,2.6,0.02,0.01,4.0,12.0,0.0,0.99,Low,Medium,True
Hovis,5010003065604,Seeded Batch,258.0,1079.47,39.2,4.6,5.8,0.7,9.8,4.9,0.91,0.36,4.0,2.0,0.0,0.12,Medium,Low,True
Village Bakery,4088600253305,Toastie White,119.4,499.57,22.5,1.4,1.0,0.3,4.2,1.8,0.42,0.17,4.0,2.0,0.42,0.06,Medium,Low,True
Pizza Express,5024530005316,Classic American Pepperoni Pizza,320.5,1340.97,39.6,4.4,10.7,4.4,15.0,2.9,2.82,1.13,4.0,18.0,27.74,0.11,High,Low,True
Vivera,8718300876981,Plant Greek Style Kebab,156.1,653.12,1.6,0.5,8.9,1.1,15.0,4.8,1.1,0.44,4.0,-1.0,25.22,0.31,Medium,Low,True
Walkers,5000328806181,Mango & Chilli Chutney Poppadoms,490.4,2051.83,59.0,5.2,25.0,2.5,6.3,2.1,2.75,1.1,4.0,22.0,7.53,0.09,High,Medium,True
Urban Fruit,5060139430012,Urban Fruit Dried Strawberries,291.2,1218.38,67.3,58.1,0.2,0.0,2.0,6.1,0.0,0.0,3.0,10.0,99.0,0.86,Medium,High,False
Napolina,5000232024602,Spaghetti no. 6,354.9,1484.9,72.0,3.0,1.5,0.3,12.0,2.7,50.6,20.24,1.0,0.0,0.0,0.04,High,Low,False
Food Thoughts,5031581300512,Cocoa,404.5,1692.43,14.5,0.3,21.7,13.2,22.3,31.0,0.0,0.0,1.0,4.2,0.0,0.02,High,Low,False
Unknown Brand,5900617015976,Crunchy Plum,413.0,1727.99,69.0,34.0,13.0,7.8,4.1,1.8,0.4,0.16,2.2,0.4,0.0,0.49,High,High,False
Yoplait,3329770051539,Petits Filous Raspberry & Strawberry Fromage Frais,90.16,377.23,10.4,9.9,2.4,1.6,5.3,2.88,0.12,0.05,3.0,2.0,3.91,0.95,Low,Medium,False
DENYA,6191466400030,Eau de source naturelle,286.7,1199.55,20.38,2.24,20.5,1.1,3.82,2.7,228.6,91.44,1.0,0.0,0.0,0.11,Medium,Low,False
